APT_CODE,APT_NAME,GOOGLE_NAME,RATING,NB_REVIEW
YBL,CAMPBELL RIVER AIRPORT,Campbell River Airport (YBL),4.3,69
LRT,LANN BIHOUE AIRPORT,Aéroport de Lorient Bretagne Sud,3.3,113
GNB,GRENOBLE-SAINT GEOIRS AIRPORT,Grenoble Alpes Isère Airport,2.2,1241
MCM,MONTE CARLO HELIPORT,Monaco Heliport,4.7,107
UNK,UNALAKLEET AIRPORT,Unalakleet Airport,4.5,24
LCK,RICKENBACKER INTERNATIONAL AIRPORT,Rickenbacker International Airport,4.3,770
YYF,PENTICTON REGIONAL AIRPORT,Penticton Regional Airport (YYF),4.0,159
YHU,ST. HUBERT AIRPORT,Montreal Metropolitan Airport,3.7,205
ANI,ANIAK AIRPORT,Aniak Airport (ANI),4.0,11
LBC,LUEBECK-BLANKENSEE AIRPORT,Long Beach Airport,4.6,4086
ORH,WORCESTER REGIONAL AIRPORT,Worcester Regional Airport,4.6,337
KWT,KWETHLUK AIRPORT,Kuwait International Airport,4.0,18443
SMX,SANTA MARIA PUBLIC AIRPORT,Santa Maria Airport,4.0,195
XFW,FINKENWERDER AIRPORT,Airbus Airfield Hamburg-Finkenwerder,4.5,121
UIP,PLUGUFFAN AIRPORT,Quimper–Cornouaille Airport,4.0,121
YWH,INNER HARBOUR SPB,Victoria Harbour Airport,4.8,89
VQS,A. RIVERA RODRIGUEZ AIRPORT,Antonio Rivera Rodríguez Airport,4.5,80
YNA,NATASHQUAN AIRPORT,Natashquan Airport,4.0,2
GAL,EDWARD G. PITKA SR. AIRPORT,Edward G Pitka Sr Airport,4.7,7
NME,NIGHTMUTE AIRPORT,Nightmute Airport IGT,4.2,6
HHH,HILTON HEAD AIRPORT,Hilton Head Island Airport,3.9,453
VST,VASTERAS/HASSLO AIRPORT,Stockholm Västerås Airport (VST),3.7,315
LKE,LAKE UNION SEA PLANE BASE,Kenmore Air - Lake Union,4.6,345
MAM,SERVANDO CANALES INTL AIRPORT,Aeropuerto Internacional General Servando Canales de Matamoros (MAM),4.1,368
LKL,BANAK AIRPORT,Lakselv Airport,3.9,71
BZZ,RAF STATION,RAF Brize Norton,4.1,95
KKI,AKIACHAK AIRPORT,Kenneth Kaunda International Airport (LUN),4.2,2975
SMK,ST MICHAEL AIRPORT,St. Michael Airport SMK,3.2,6
JHM,KAPALUA AIRPORT,Kapalua Airport,4.2,70
HYA,BARNSTABLE MUNICIPAL AIRPORT,Cape Cod Gateway Airport,4.3,81
OOK,TOKSOOK BAY AIRPORT,Toksook Bay Airport OOK,4.4,8
EMK,EMMONAK AIRPORT,Emmonak Airport,4.2,10
ACI,ALDERNEY AIRPORT,ACI World,4.7,6
CMF,CHAMBERY AIRPORT,Aéroport Chambéry Savoie Mont Blanc,2.6,568
KSM,SAINT MARY'S AIRPORT,St Mary's-Pitkas Point Airport,4.2,5
KUK,KASIGLUK AIRPORT,Kasigluk Airport-Z09,,
ZGS,LA ROMAINE AIRPORT,La Romaine Airport,4.7,10
ATT,ATMAUTLUAK AIRPORT,Airports Taxi Transfers,4.8,34718
HVN,TWEED AIRPORT,Tweed New Haven Airport,3.6,1071
AKI,AKIAK AIRPORT,Akiak Airport-Aki,5.0,2
BEB,BENBECULA AIRPORT,Benbecula Airport,4.7,50
BLV,MIDAMERICA ST LOUIS AIRPORT,MidAmerica St. Louis Airport,4.1,664
ZKG,KEGASKA AIRPORT,Kegashka Airport,,
CIU,CHIPPEWA COUNTY INTERNATIONAL AIRPORT,Chippewa County International Airport,4.4,131
CEG,HAWARDEN AIRPORT,Hawarden Airport EGNR,4.4,56
SHD,SHENANDOAH VALLEY REGIONAL AIRPORT,Shenandoah Valley Airport,4.5,118
WIC,WICK AIRPORT,Wick John O'Groats Airport,4.6,30
MHG,MANNHEIM CITY AIRPORT,City Airport Mannheim,4.6,288
OWB,DAVIESS COUNTY AIRPORT,Owensboro-Daviess County Regional Airport,4.2,133
CLD,MCCLELLAN-PALOMAR AIRPORT,McClellan-Palomar Airport,4.6,175
PSM,PORTSMOUTH PEASE INTERNATIONAL,Portsmouth International Airport,4.5,308
GSE,SAEVE AIRPORT,Säve Airport,4.0,166
LUK,MUNICIPAL (LUNKEN FIELD) AIRPORT,Cincinnati Municipal Airport - Lunken Field,4.6,185
ILY,ISLAY AIRPORT,Islay Airport,4.3,70
EWB,NEW BEDFORD REGIONAL AIRPORT,New Bedford Regional Airport,4.6,61
PUB,PUEBLO MEMORIAL AIRPORT,"Airport Pub, Manchester Airport",4.2,6535
SNR,MONTOIR AIRPORT,Saint-Nazaire Montoir Airport,4.2,141
PVC,PROVINCETOWN MUNICIPAL AIRPORT,Provincetown Municipal Airport,4.7,38
OGD,HINCKLEY AIRPORT,Ogden-Hinckley Airport,4.1,183
DND,DUNDEE AIRPORT,Dundee Airport,4.6,127
MUE,WAIMEA-KOHALA AIRPORT,Waimea-Kohala Airport (MUE),5.0,19
VIS,VISALIA MUNICIPAL AIRPORT,Visalia Municipal Airport,4.4,34
NRR,J. APONTE DE LA TORRE AIRPORT,José Aponte De la Torre Airport,4.2,161
BHB,HANCOCK COUNTY AIRPORT,Hancock County-Bar Harbor Airport,4.5,41
BFI,BOEING FIELD-KING COUNTY INTERNATIONAL AIRPORT,King County International Airport - Boeing Field,4.5,366
SKE,SKIEN AIRPORT,Skellefteå Airport,4.2,693
HNM,HANA AIRPORT,Hana Airport (HNM),4.5,22
ILG,NEW CASTLE AIRPORT,Wilmington Airport,4.3,398
MMU,MORRISTOWN MUNICIPAL AIRPORT,Morristown Airport,4.6,84
LUP,KALAUPAPA AIRPORT,Kalaupapa Airport (LUP),4.8,17
LNS,LANCASTER AIRPORT,Lancaster Airport,4.5,193
GLO,GLOUCESTERSHIRE AIRPORT,Gloucestershire Airport,4.7,199
IPL,IMPERIAL COUNTY AIRPORT,Imperial County Airport,4.0,83
BLK,BLACKPOOL AIRPORT,Blackpool Airport,4.1,195
CAL,CAMPBELTOWN AIRPORT,Campbeltown Airport,4.6,33
AVN,AVIGNON-CAUM AIRPORT,Avignon – Provence Airport,4.1,82
SIG,F.L. RIBAS DOMINICCI AIRPORT,Fernando Luis Ribas Dominicci Airport,4.5,206
MQJ,MOMA AIRPORT,Indianapolis Regional Airport,4.4,47
POX,PONTOISE-CORMEILLES AIRPORT,Pontoise – Cormeilles Aerodrome,4.6,64
INT,SMITH REYNOLDS AIRPORT,Belfast International Airport,3.4,5264
MBX,EDVARD RUSJAN AIRPORT,Maribor International Airport,4.5,126
CBG,CAMBRIDGE AIRPORT,Cambridge City Airport,4.3,97
DSI,DESTIN EXECUTIVE AIRPORT,Destin Executive Airport (DTS),4.5,91
PDK,DEKALB-PEACHTREE AIRPORT,DeKalb-Peachtree Airport,4.6,224
BLD,BOULDER CITY AIRPORT,Boulder City Municipal Airport,4.6,96
BKL,BURKE LAKEFRONT AIRPORT,Cleveland Burke Lakefront Airport,4.6,29
YND,GATINEAU AIRPORT,Gatineau-Ottawa Executive Airport,4.7,93
MKC,C.B. WHEELER DOWNTOWN AIRPORT,Charles B. Wheeler Downtown Airport,4.6,111
FRG,REPUBLIC AIRPORT,Republic Airport,4.5,194
APF,NAPLES MUNICIPAL AIRPORT,Naples Airport,4.5,185
RIV,MARCH JARB,March Air Reserve Base,4.6,7
NEW,LAKEFRONT AIRPORT,Heathrow Airport,4.0,62980
OLV,OLIVE BRANCH AIRPORT,Olive Branch Airport,4.8,26
OSF,OSTAFYEVO AIRPORT,Ostafyevo Airport,4.3,187
PTK,OAKLAND COUNTY INTERNATIONAL AIRPORT,Oakland County International Airport,4.7,126
ARA,ACADIANA REGIONAL AIRPORT,Acadiana Regional Airport (KARA),4.6,15
NTB,NOTODDEN AIRPORT,Entebbe International Airport,4.0,6821
RKE,ROSKILDE AIRPORT,Roskilde Airport,4.5,162
VBS,BRESCIA/MONTICHIARI AIRPORT,Brescia Montichiari lennujaam,3.9,178
CPS,DOWNTOWN AIRPORT,St. Louis Downtown Airport,4.5,70
POB,POPE FIELD AIRPORT,Pope Army Airfield,4.1,49
SKF,LACKLAND AFB - KELLY FIELD,Atlantic Aviation SKF,4.1,8
BWE,BRAUNSCHWEIG AIRPORT,Braunschweig Wolfsburg Airport GmbH,4.3,327
HHR,HAWTHORNE MUNICIPAL AIRPORT,Hawthorne Municipal Airport,4.6,75
HWD,HAYWARD EXECUTIVE AIRPORT,Hayward Executive Airport,4.5,79
TRM,J. COCHRAN REGIONAL AIRPORT,Jacqueline Cochran Regional Airport,4.5,38
MVL,MORRISVILLE/STOWE STATE AIRPORT,Morrisville-Stowe State Airport,4.9,7
MYF,MONTGOMERY FIELD,Montgomery-Gibbs Executive Airport,4.4,141
EFD,ELLINGTON AIRPORT,Ellington Airport,4.9,80
PLH,PLYMOUTH CITY AIRPORT,Plymouth City Airport PLH,,
PZE,PENZANCE HELIPORT,Penzance Heliport,4.2,57
ISC,ST. MARY'S AIRPORT,Saint Mary's / Isles of Scilly Airport (ISC),4.6,116
TSO,TRESCO HELIPORT,London City Airport,4.2,5737
BRR,BARRA AIRPORT,Barra Airport,4.7,192
MSE,KENT INTERNATIONAL AIRPORT,Manston International Airport,3.5,490
CVT,COVENTRY AIRPORT,Coventry Airport Limited,4.3,108
TRE,TIREE AIRPORT,Tiree Airport,4.4,27
NRL,NORTH RONALDSAY AIRPORT,North Ronaldsay Airport EGEN,4.0,24
PPW,PAPA WESTRAY AIRPORT,Papa Westray Airport EGEP,4.5,48
WRY,WESTRAY AIRPORT,Westray Airport,4.7,41
NDY,SANDAY AIRPORT,Indianapolis International Airport,4.5,10884
SOY,STRONSAY AIRPORT,Stronsay Airport EGER,5.0,4
LEQ,SAINT JUST AIRPORT,Land's End Airport,4.6,105
DSA,ROBIN HOOD AIRPORT,Doncaster Sheffield Airport ATC,3.3,3
SWS,FAIRWOOD COMM AIRPORT,Swansea Airport,4.3,54
BQH,BIGGIN HILL AIRPORT,London Biggin Hill Airport,4.4,281
BBP,Bembridge,Bembridge Airport,4.6,60
LWK,LERWICK/TINGWALL AIRPORT,Tingwall Airport,5.0,11
FIE,FAIR ISLE AIRPORT,Fair Isle Airfield,4.3,24
MHZ,MILDENHALL RAF STATION,RAF Mildenhall Visitors' Centre,4.3,86
OBN,NORTH CONNEL AIRPORT,Oban Airport (OBN),4.6,47
OXF,LONDON OXFORD AIRPORT,Oxford Airport,4.5,120
EOI,EDAY AIRPORT,Eday London Airport,4.0,10
COL,COLL ISLAND AIRPORT,Coll Airport EGEL,5.0,3
UNT,BALTASOUND AIRPORT,UNT International Affairs,3.0,13
CSA,COLONSAY AIRPORT,Heathrow Airport,4.0,62980
VLY,VALLEY AIRPORT,Caernarfon Airport EGCK,4.7,194
ESH,SHOREHAM AIRPORT,Brighton City Airport,4.4,221
BBS,BLACKBUSHE AIRPORT,Blackbushe Airport,4.6,293
QUG,Chichester/Goodwood,Goodwood Aerodrome,4.8,223
FSS,Kinloss,Flight Services & Systems,2.3,24
QFO,Duxford,Heathrow Airport,4.0,62980
FAB,FARNBOROUGH AIRPORT,Farnborough Airport,4.6,465
FOA,FOULA AIRPORT,Foula Airport,4.2,43
OUK,Out Skerries,Heathrow Airport,4.0,62980
PSV,PAPA STOUR AIRPORT,Eindhoven Airport,3.8,15906
ANX,ANDENES AIRPORT,Andøya Airport,4.2,77
FDE,BRINGELAND AIRPORT,FØRDE AIRPORT,4.0,81
N01,Voss�airport: B�moen,No1 Lounge,4.1,352
BNN,BRONNOY AIRPORT,ENBN,3.8,74
BJF,BATSFJORD AIRPORT,Båtsfjord Airport,4.5,27
BVG,BERLEVAG AIRPORT,Berlevag Airport,4.6,27
N02,Geilo�airport: Dagali,Heathrow Airport,4.0,62980
BDU,BARDUFOSS AIRPORT,Bardufoss Airport,4.2,171
EVE,EVENES AIRPORT,"Harstad/Narvik Airport, Evenes",3.9,899
VDB,VALDRES AIRPORT,"Fagernes Airport, Leirin",4.1,15
FRO,FLORA AIRPORT,Florø Airport,3.9,138
HAU,HAUGESUND AIRPORT,"Haugesund Airport, Karmøy",4.1,555
HAA,HASVIK AIRPORT,Hasvik lufthavn (HAA),4.6,32
HVG,VALAN AIRPORT,Honningsvåg Airport,4.5,74
N03,Kjeller�airport,Cortland County Airport,4.5,10
LKN,LEKNES AIRPORT,Leknes Lufthavn,4.2,130
FAN,FARSUND,"Farsund Airport, Lista",4.5,13
MEH,MEHAMN AIRPORT,Mehamn Airport,4.3,39
OSY,NAMSOS AIRPORT,Namsos Airport,4.4,47
OLA,ORLAND AIRPORT,Ørland Airport,4.1,92
N04,Oppdal�airport: Fagerhaug,Heathrow Airport,4.0,62980
HOV,HOVDEN AIRPORT,"Ørsta-Volda Airport, Hovden",4.2,115
MQN,MO I RANA AIRPORT,Mo i Rana Airport,3.9,98
RRS,ROROS AIRPORT,Røros Airport,4.5,28
RET,STOLPORT AIRPORT,Røst Airport,4.3,29
LYR,SVALBARD AIRPORT,Svalbard Airport,4.5,541
SDN,SANDANE AIRPORT,Sandane Airport,4.6,49
SOG,HAUKASEN AIRPORT,"Sogndal Airport, Haukåsen",3.9,71
SVJ,HELLE AIRPORT,"Svolvær lufthavn, Helle",4.2,140
SKN,SKAGEN AIRPORT,"Stokmarknes Airport, Skagen",4.1,79
SRP,STORD AIRPORT,Stord Airport,4.1,62
SOJ,SORKJOSEN AIRPORT,Sorkjosen Airport,4.1,36
VAW,SVARTNES AIRPORT,Flypassen Vardø,4.2,32
SSJ,STOKKA AIRPORT,Sandnessjøen Airport,4.3,64
MJF,KJAERSTAD AIRPORT,"Mosjøen Airport, Kjærstad",4.3,76
NVK,FRAMNES AIRPORT,Avinor AS avd Narvik lufthavn,5.0,3
BER,BRANDENBURG AIRPORT,Berlin Brandenburg Airport,3.2,43866
LGG,LIEGE AIRPORT,Liège Airport,3.9,1538
AFW,FORT WORTH ALLIANCE AIRPORT,Perot Field Fort Worth Alliance Airport,4.6,75
RFD,CHICAGO/ROCKFORD INTERNATIONAL AIRPORT,Chicago Rockford International Airport (RFD),4.2,680
MHR,MATHER AIRPORT,Sacramento Mather Airport,4.6,163
MST,MAASTRICHT/AACHEN AIRPORT,Maastricht Aachen Airport,3.9,904
YMX,MIRABEL INTERNATIONAL AIRPORT,Montréal-Mirabel International Airport,4.1,248
ZAZ,ZARAGOZA AIRPORT,Zaragoza Airport,4.1,1827
VIT,VITORIA AIRPORT,Vitoria Airport,4.1,1038
YHM,HAMILTON AIRPORT,John C. Munro Hamilton International Airport,4.1,1566
OST,OOSTENDE/BRUGGE AIRPORT,Ostend–Bruges International Airport (OST),4.4,1137
LRD,LAREDO INTERNATIONAL AIRPORT,Laredo International Airport,4.3,570
TOL,EXPRESS AIRPORT,Eugene F. Kranz Toledo Express Airport,4.4,462
SCC,DEADHORSE AIRPORT,Deadhorse Airport,4.3,83
GTF,GREAT FALLS INTERNATIONAL AIRPORT,Great Falls International Airport,4.5,541
LAN,CAPITAL REGION INTERNATIONAL AIRPORT,Capital Region International Airport,4.3,702
BFM,MOBILE DOWNTOWN AIRPORT,Mobile International Airport,4.2,32
ABY,SOUTHWEST GEORGIA REGIONAL AIRPORT,Southwest Georgia Regional Airport (KABY),4.2,196
CPR,NATRONA COUNTY INTERNATIONAL AIRPORT,Casper/Natrona County International Airport (CPR),4.1,319
RNS,ST JACQUES AIRPORT,Aéroport Rennes Bretagne,3.7,1386
ILN,WILMINGTON AIRPARK,Wilmington Air Park,4.5,108
LNZ,BLUE DANUBE AIRPORT,Linz Airport (LOWL/LNZ),4.3,870
PAE,SNOHOMISH COUNTY AIRPORT,Paine Field,4.6,1151
BOJ,BURGAS AIRPORT,Burgas Airport,3.8,6632
HTS,TRI-STATE AIRPORT,Huntington Tri-State Airport,3.9,367
RST,ROCHESTER INTERNATIONAL AIRPORT,Rochester International Airport,4.2,542
ERF,ERFURT-WEIMAR AIRPORT,Erfurt Weimar Airport,4.1,686
TKU,TURKU AIRPORT,Turku Airport,3.9,792
ORB,OREBRO-BOFORS AIRPORT,Örebro Läns Flygplats AB,4.1,176
SIT,ROCKY GUTIERREZ AIRPORT,SIT Bus Shuttle Pickup Point,3.4,258
AKN,KING SALMON AIRPORT,King Salmon Airport AKN,3.7,48
DLG,DILLINGHAM AIRPORT,Dillingham Airport (DLG),3.9,42
AOI,FALCONARA AIRPORT,Ancona Airport Raffaello Sanzio,3.6,1704
RZE,JASIONKA AIRPORT,Rzeszów-Jasionka Airport,4.4,3790
BMI,CENTRAL ILLINOIS REGIONAL AIRPORT,Central Illinois Regional Airport at Bloomington-Normal,4.4,599
KUN,KAUNAS INTERNATIONAL AIRPORT,Kaunas International Airport,4.1,3884
YIP,WILLOW RUN AIRPORT,Willow Run Airport,4.5,160
TAR,GROTTAGLIE AIRPORT,Taranto-Grottaglie Airport,4.3,150
YAK,YAKUTAT AIRPORT,Yakutat Airport YAK,4.2,31
CDV,MERLE K (MUDHOLE) SMITH AIRPORT,Merle K. (Mudhole) Smith Airport,4.8,30
XCR,VATRY AIRPORT,Paris-Vatry Airport,3.4,553
TSR,TRAIAN VUIA AIRPORT,Timișoara International Airport,3.8,4225
BRQ,TURANY AIRPORT,Brno–Tuřany Airport,4.2,1618
JKG,AXAMO AIRPORT,Jönköping Airport,4.4,95
BYF,ALBERT BRAY AIRPORT,Albert – Picardie Airport,4.6,57
SDL,SUNDSVALL-TIMRA AIRPORT,Scottsdale Airport,4.5,134
WRG,WRANGELL AIRPORT,Wrangell Airport (WRG),4.7,43
SCK,STOCKTON METROPOLITAN AIRPORT,Stockton Metropolitan Airport,4.2,334
SUU,TRAVIS AIR FORCE BASE,Travis Air Force Base,4.2,75
DOV,DOVER AFB,Dover Air Force Base,4.3,114
SBD,SAN BERNARDINO INTERNATIONAL AIRPORT,SBD International Airport,4.6,266
LEI,ALMERIA AIRPORT,Almería Airport,4.3,2004
BJZ,BADAJOZ AIRPORT,Badajoz Airport,4.1,480
INI,KONSTANTIN VELIKI AIRPORT,Niš Constantine the Great Airport,3.5,2058
KVO,Morava,Morava Airport,4.4,244
GMZ,LA GOMERA AIRPORT,La Gomera Airport,4.5,411
ZAD,ZADAR AIRPORT,Zadar Airport,3.6,4168
PUY,PULA AIRPORT,Pula Airport,3.7,1607
LMP,LAMPEDUSA AIRPORT,Lampedusa Airport,3.9,928
PNL,PANTELLERIA AIRPORT,Aeroporto di Pantelleria,3.9,524
CRV,CROTONE AIRPORT,"Crotone-Sant'Anna Airport ""Pythagoras""",3.5,652
TRS,RONCHI DEI LEGIONARI AIRPORT,Trieste Airport,3.8,2623
TER,LAJES AIRPORT,Aerogare Civil das Lajes,4.1,1581
HOR,HORTA AIRPORT,Horta Airport,3.9,643
KSO,ARISTOTELIS AIRPORT,Kastoria Airport Aristotle,4.0,60
KZI,FILIPPOS AIRPORT,"Kozani State Airport ""Filippos""",3.8,62
PVK,AKTION AIRPORT,Preveza International Airport,4.1,1906
AXD,DIMOKRITOS AIRPORT,Alexandroupolis National Airport Demokritos,4.1,1060
EFL,KEFALLINIA AIRPORT,Kefalonia International Airport Anna Pollatou,3.9,1857
LXS,LIMNOS AIRPORT,"""Hephaestus"" Lemnos International Airport",4.2,459
MJT,ODYSSEAS ELYTIS AIRPORT,Mitilini Airport Odysseas Elytis,4.3,1001
JKH,OMIROS AIRPORT,"Chios National Airport ""Omiros""",3.4,760
SMI,ARISTARCHOS OF SAMOS AIRPORT,Κρατικός Αερολιμένας Σάμου «Αρίσταρχος ο Σάμιος»,4.4,1019
KGS,IPPOKRATIS AIRPORT,Kos International Airport,3.6,4677
JKL,KALYMNOS ISLAND AIRPORT,Kalymnos Island National Airport,3.8,91
LRS,LEROS AIRPORT,Leros Municipal Airport,4.1,102
RJK,RIJEKA AIRPORT,Rijeka International Airport,3.8,801
OSI,OSIJEK AIRPORT,Osijek Airport,3.9,287
RVK,RYUMSJOEN AIRPORT,Reykjavík Domestic Airport (RKV),4.0,695
GRX,FEDERICO GARCIA LORCA AIRPORT,Federico García Lorca Granada Airport,4.0,2379
RDZ,MARCILLAC AIRPORT,Rodez-Marcillac Airport,4.2,249
BVE,VALLEE DE LA DORDOGNE AIRPORT,Brive–Souillac Airport,4.0,288
PXO,PORTO SANTO AIRPORT,Porto Santo Airport,4.2,594
VDE,EL HIERRO AIRPORT,El Hierro Airport (VDE),4.5,703
BWK,BOL AIRPORT,Airport Brac,4.6,130
CFN,DONEGAL AIRPORT,Donegal Airport (Aerfort Dhún na nGall),4.8,206
SMA,VILA DO PORTO AIRPORT,Santa Maria Airport,4.2,225
GRW,GRACIOSA ISLAND AIRPORT,Aeródromo da Graciosa,3.8,91
SJZ,SAO JORGE ISLAND AIRPORT,Aeroporto da Ilha de São Jorge,4.1,206
PIX,PICO AIRPORT,Pico Airport,4.0,703
FLW,FLORES AIRPORT,Waynesville - St. Robert Regional Airport,4.1,72
CVU,CORVO ISLAND (AZORES) AIRPORT,Aeródromo do Corvo,4.4,102
JTY,ASTYPALAIA ISLAND AIRPORT,Astypalaia Island National Airport,4.4,100
ZTH,DIONSIOS SALOMOS AIRPORT,Zakynthos International Airport Dionysios Solomos,3.9,4458
JIK,IKARIA ISLAND AIRPORT,Ikaria National Airport,3.9,219
AOK,KARPATHOS AIRPORT,Karpathos Airport,3.3,819
KIT,ALEXANDROS A. ONASSIS AIRPORT,Alexandros Onasis Kythira Airport,4.4,96
MLO,MILOS AIRPORT,Κρατικός Αερολιμένας Μήλου,3.1,368
JNX,NAXOS AIRPORT,Naxos Airport Apollon,3.2,526
PAS,PAROS AIRPORT,Paros Airport,3.2,708
JSI,ALEX. PAPADIAMANTIS AIRPORT,Skiathos International Airport Alexandros Papadiamantis,3.9,1206
JSY,DIMITRIOS VIKELAS AIRPORT,"""Dimitrios Vikelas"" Syros National Airport",4.4,88
JSH,SITEIA AIRPORT,"Sitia Public Airport ""Vitsentzos Kornaros"" (JSH)",4.1,236
SKU,SKYROS AIRPORT,Skyros Island National Airport,4.3,99
